Région;Ancienne région;Nature de procédure;Année;Trimestre;Dernier jour du trimestre;﻿Code région;Code ancienne région;Nombre de procédures (brut)
La Réunion;La Réunion;Sauvegarde;2024;3;2024-09-30;04;04;9
La Réunion;La Réunion;Sauvegarde;2024;4;2024-12-31;04;04;9
La Réunion;La Réunion;Sauvegarde;2025;2;2025-06-30;04;04;10
La Réunion;La Réunion;Sauvegarde;2026;1;2026-03-31;04;04;2
Mayotte;Mayotte;Redressement judiciaire;2004;1;2004-03-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2004;2;2004-06-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2004;3;2004-09-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2004;4;2004-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2005;4;2005-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2007;1;2007-03-31;06;06;1
Mayotte;Mayotte;Redressement judiciaire;2008;4;2008-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2009;1;2009-03-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2009;2;2009-06-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2009;3;2009-09-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2009;4;2009-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2010;1;2010-03-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2010;2;2010-06-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2012;3;2012-09-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2012;4;2012-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2013;1;2013-03-31;06;06;2
Mayotte;Mayotte;Redressement judiciaire;2015;3;2015-09-30;06;06;2
Mayotte;Mayotte;Redressement judiciaire;2015;4;2015-12-31;06;06;2
Mayotte;Mayotte;Redressement judiciaire;2017;4;2017-12-31;06;06;1
Mayotte;Mayotte;Redressement judiciaire;2018;1;2018-03-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2019;2;2019-06-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2019;4;2019-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2020;2;2020-06-30;06;06;
Mayotte;Mayotte;Redressement judiciaire;2020;3;2020-09-30;06;06;1
Mayotte;Mayotte;Redressement judiciaire;2020;4;2020-12-31;06;06;
Mayotte;Mayotte;Redressement judiciaire;2021;1;2021-03-31;06;06;1
Mayotte;Mayotte;Redressement judiciaire;2022;1;2022-03-31;06;06;6
Mayotte;Mayotte;Redressement judiciaire;2023;3;2023-09-30;06;06;6
Mayotte;Mayotte;Redressement judiciaire;2023;4;2023-12-31;06;06;5
Mayotte;Mayotte;Liquidation judiciaire;2004;3;2004-09-30;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2005;1;2005-03-31;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2006;3;2006-09-30;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2007;3;2007-09-30;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2011;4;2011-12-31;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2012;3;2012-09-30;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2014;1;2014-03-31;06;06;5
Mayotte;Mayotte;Liquidation judiciaire;2014;2;2014-06-30;06;06;4
Mayotte;Mayotte;Liquidation judiciaire;2014;4;2014-12-31;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2015;4;2015-12-31;06;06;4
Mayotte;Mayotte;Liquidation judiciaire;2016;2;2016-06-30;06;06;3
Mayotte;Mayotte;Liquidation judiciaire;2016;4;2016-12-31;06;06;2
Mayotte;Mayotte;Liquidation judiciaire;2017;3;2017-09-30;06;06;
Mayotte;Mayotte;Liquidation judiciaire;2017;4;2017-12-31;06;06;4
Mayotte;Mayotte;Liquidation judiciaire;2018;1;2018-03-31;06;06;2
Mayotte;Mayotte;Liquidation judiciaire;2019;1;2019-03-31;06;06;2
Mayotte;Mayotte;Liquidation judiciaire;2022;1;2022-03-31;06;06;2
Mayotte;Mayotte;Liquidation judiciaire;2022;3;2022-09-30;06;06;2
Mayotte;Mayotte;Liquidation judiciaire;2022;4;2022-12-31;06;06;3
Mayotte;Mayotte;Liquidation judiciaire;2023;1;2023-03-31;06;06;7
Mayotte;Mayotte;Liquidation judiciaire;2023;4;2023-12-31;06;06;4
Mayotte;Mayotte;Liquidation judiciaire;2024;4;2024-12-31;06;06;6
Mayotte;Mayotte;Sauvegarde;2004;3;2004-09-30;06;06;
Mayotte;Mayotte;Sauvegarde;2005;2;2005-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2005;4;2005-12-31;06;06;
Mayotte;Mayotte;Sauvegarde;2006;2;2006-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2006;3;2006-09-30;06;06;
Mayotte;Mayotte;Sauvegarde;2006;4;2006-12-31;06;06;
Mayotte;Mayotte;Sauvegarde;2007;2;2007-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2007;3;2007-09-30;06;06;
Mayotte;Mayotte;Sauvegarde;2008;2;2008-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2008;4;2008-12-31;06;06;
Mayotte;Mayotte;Sauvegarde;2013;4;2013-12-31;06;06;
Mayotte;Mayotte;Sauvegarde;2014;1;2014-03-31;06;06;7
Mayotte;Mayotte;Sauvegarde;2015;1;2015-03-31;06;06;
Mayotte;Mayotte;Sauvegarde;2015;3;2015-09-30;06;06;
Mayotte;Mayotte;Sauvegarde;2015;4;2015-12-31;06;06;1
Mayotte;Mayotte;Sauvegarde;2016;1;2016-03-31;06;06;
Mayotte;Mayotte;Sauvegarde;2017;1;2017-03-31;06;06;
Mayotte;Mayotte;Sauvegarde;2018;2;2018-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2018;3;2018-09-30;06;06;
Mayotte;Mayotte;Sauvegarde;2019;2;2019-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2020;4;2020-12-31;06;06;
Mayotte;Mayotte;Sauvegarde;2021;1;2021-03-31;06;06;
Mayotte;Mayotte;Sauvegarde;2021;3;2021-09-30;06;06;
Mayotte;Mayotte;Sauvegarde;2022;4;2022-12-31;06;06;
Mayotte;Mayotte;Sauvegarde;2023;1;2023-03-31;06;06;
Mayotte;Mayotte;Sauvegarde;2024;2;2024-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2025;2;2025-06-30;06;06;
Mayotte;Mayotte;Sauvegarde;2025;4;2025-12-31;06;06;2
Île-de-France;Île-de-France;Redressement judiciaire;2007;1;2007-03-31;11;11;636
Île-de-France;Île-de-France;Redressement judiciaire;2007;2;2007-06-30;11;11;479
Île-de-France;Île-de-France;Redressement judiciaire;2007;3;2007-09-30;11;11;417
Île-de-France;Île-de-France;Redressement judiciaire;2008;3;2008-09-30;11;11;458
Île-de-France;Île-de-France;Redressement judiciaire;2009;1;2009-03-31;11;11;593
Île-de-France;Île-de-France;Redressement judiciaire;2009;2;2009-06-30;11;11;649
Île-de-France;Île-de-France;Redressement judiciaire;2010;1;2010-03-31;11;11;634
Île-de-France;Île-de-France;Redressement judiciaire;2010;4;2010-12-31;11;11;645
Île-de-France;Île-de-France;Redressement judiciaire;2011;4;2011-12-31;11;11;669
Île-de-France;Île-de-France;Redressement judiciaire;2012;3;2012-09-30;11;11;427
Île-de-France;Île-de-France;Redressement judiciaire;2012;4;2012-12-31;11;11;532
Île-de-France;Île-de-France;Redressement judiciaire;2013;1;2013-03-31;11;11;561
Île-de-France;Île-de-France;Redressement judiciaire;2013;3;2013-09-30;11;11;485
Île-de-France;Île-de-France;Redressement judiciaire;2015;3;2015-09-30;11;11;512
Île-de-France;Île-de-France;Redressement judiciaire;2015;4;2015-12-31;11;11;706
Île-de-France;Île-de-France;Redressement judiciaire;2017;1;2017-03-31;11;11;475
Île-de-France;Île-de-France;Redressement judiciaire;2017;2;2017-06-30;11;11;476
Île-de-France;Île-de-France;Redressement judiciaire;2018;2;2018-06-30;11;11;500
Île-de-France;Île-de-France;Redressement judiciaire;2018;3;2018-09-30;11;11;471
Île-de-France;Île-de-France;Redressement judiciaire;2019;2;2019-06-30;11;11;598
Île-de-France;Île-de-France;Redressement judiciaire;2020;1;2020-03-31;11;11;434
Île-de-France;Île-de-France;Redressement judiciaire;2020;3;2020-09-30;11;11;170
Île-de-France;Île-de-France;Redressement judiciaire;2021;3;2021-09-30;11;11;182
Île-de-France;Île-de-France;Redressement judiciaire;2022;1;2022-03-31;11;11;313
Île-de-France;Île-de-France;Redressement judiciaire;2022;4;2022-12-31;11;11;388
Île-de-France;Île-de-France;Redressement judiciaire;2023;4;2023-12-31;11;11;678
Île-de-France;Île-de-France;Redressement judiciaire;2025;1;2025-03-31;11;11;727
Île-de-France;Île-de-France;Redressement judiciaire;2026;1;2026-03-31;11;11;781
Île-de-France;Île-de-France;Liquidation judiciaire;2004;1;2004-03-31;11;11;2140
Île-de-France;Île-de-France;Liquidation judiciaire;2005;2;2005-06-30;11;11;2484
Île-de-France;Île-de-France;Liquidation judiciaire;2005;3;2005-09-30;11;11;2244
Île-de-France;Île-de-France;Liquidation judiciaire;2007;4;2007-12-31;11;11;2604
Île-de-France;Île-de-France;Liquidation judiciaire;2008;3;2008-09-30;11;11;1878
Île-de-France;Île-de-France;Liquidation judiciaire;2009;1;2009-03-31;11;11;2454
Île-de-France;Île-de-France;Liquidation judiciaire;2009;3;2009-09-30;11;11;2357
Île-de-France;Île-de-France;Liquidation judiciaire;2010;1;2010-03-31;11;11;2894
Île-de-France;Île-de-France;Liquidation judiciaire;2010;2;2010-06-30;11;11;2574
Île-de-France;Île-de-France;Liquidation judiciaire;2010;4;2010-12-31;11;11;2745
Île-de-France;Île-de-France;Liquidation judiciaire;2011;1;2011-03-31;11;11;2489
Île-de-France;Île-de-France;Liquidation judiciaire;2011;2;2011-06-30;11;11;2436
Île-de-France;Île-de-France;Liquidation judiciaire;2011;4;2011-12-31;11;11;2505
Île-de-France;Île-de-France;Liquidation judiciaire;2012;2;2012-06-30;11;11;2455
Île-de-France;Île-de-France;Liquidation judiciaire;2013;3;2013-09-30;11;11;1995
Île-de-France;Île-de-France;Liquidation judiciaire;2013;4;2013-12-31;11;11;2532
Île-de-France;Île-de-France;Liquidation judiciaire;2015;2;2015-06-30;11;11;2683
Île-de-France;Île-de-France;Liquidation judiciaire;2016;2;2016-06-30;11;11;2577
Île-de-France;Île-de-France;Liquidation judiciaire;2019;1;2019-03-31;11;11;2429
Île-de-France;Île-de-France;Liquidation judiciaire;2019;2;2019-06-30;11;11;2440
Île-de-France;Île-de-France;Liquidation judiciaire;2022;1;2022-03-31;11;11;1582
Île-de-France;Île-de-France;Liquidation judiciaire;2022;2;2022-06-30;11;11;1572
Île-de-France;Île-de-France;Liquidation judiciaire;2022;4;2022-12-31;11;11;1685
Île-de-France;Île-de-France;Liquidation judiciaire;2023;1;2023-03-31;11;11;1953
Île-de-France;Île-de-France;Liquidation judiciaire;2023;3;2023-09-30;11;11;2089
Île-de-France;Île-de-France;Liquidation judiciaire;2023;4;2023-12-31;11;11;2907
Île-de-France;Île-de-France;Liquidation judiciaire;2024;1;2024-03-31;11;11;3056
Île-de-France;Île-de-France;Liquidation judiciaire;2024;2;2024-06-30;11;11;3132
Île-de-France;Île-de-France;Liquidation judiciaire;2025;1;2025-03-31;11;11;3191
Île-de-France;Île-de-France;Liquidation judiciaire;2025;3;2025-09-30;11;11;2493
Île-de-France;Île-de-France;Sauvegarde;2004;1;2004-03-31;11;11;
Île-de-France;Île-de-France;Sauvegarde;2005;2;2005-06-30;11;11;
Île-de-France;Île-de-France;Sauvegarde;2005;3;2005-09-30;11;11;
Île-de-France;Île-de-France;Sauvegarde;2007;2;2007-06-30;11;11;15
Île-de-France;Île-de-France;Sauvegarde;2007;4;2007-12-31;11;11;11
Île-de-France;Île-de-France;Sauvegarde;2008;3;2008-09-30;11;11;16
Île-de-France;Île-de-France;Sauvegarde;2008;4;2008-12-31;11;11;37
Île-de-France;Île-de-France;Sauvegarde;2009;2;2009-06-30;11;11;55
Île-de-France;Île-de-France;Sauvegarde;2010;1;2010-03-31;11;11;37
Île-de-France;Île-de-France;Sauvegarde;2010;2;2010-06-30;11;11;35
Île-de-France;Île-de-France;Sauvegarde;2012;4;2012-12-31;11;11;25
Île-de-France;Île-de-France;Sauvegarde;2013;1;2013-03-31;11;11;55
Île-de-France;Île-de-France;Sauvegarde;2013;3;2013-09-30;11;11;44
Île-de-France;Île-de-France;Sauvegarde;2015;1;2015-03-31;11;11;59
Île-de-France;Île-de-France;Sauvegarde;2015;2;2015-06-30;11;11;40
Île-de-France;Île-de-France;Sauvegarde;2016;3;2016-09-30;11;11;39
Île-de-France;Île-de-France;Sauvegarde;2016;4;2016-12-31;11;11;36
Île-de-France;Île-de-France;Sauvegarde;2017;4;2017-12-31;11;11;25
Île-de-France;Île-de-France;Sauvegarde;2019;3;2019-09-30;11;11;27
Île-de-France;Île-de-France;Sauvegarde;2020;1;2020-03-31;11;11;34
Île-de-France;Île-de-France;Sauvegarde;2020;4;2020-12-31;11;11;35
Île-de-France;Île-de-France;Sauvegarde;2021;4;2021-12-31;11;11;24
Île-de-France;Île-de-France;Sauvegarde;2022;1;2022-03-31;11;11;27
Île-de-France;Île-de-France;Sauvegarde;2022;2;2022-06-30;11;11;34
Île-de-France;Île-de-France;Sauvegarde;2023;1;2023-03-31;11;11;42
Île-de-France;Île-de-France;Sauvegarde;2023;3;2023-09-30;11;11;43
Île-de-France;Île-de-France;Sauvegarde;2023;4;2023-12-31;11;11;67
Île-de-France;Île-de-France;Sauvegarde;2024;2;2024-06-30;11;11;52
Île-de-France;Île-de-France;Sauvegarde;2025;1;2025-03-31;11;11;44
Île-de-France;Île-de-France;Sauvegarde;2025;4;2025-12-31;11;11;54
Île-de-France;Île-de-France;Sauvegarde;2026;1;2026-03-31;11;11;42
Grand Est;Champagne-Ardenne;Redressement judiciaire;2004;4;2004-12-31;44;21;104
Grand Est;Champagne-Ardenne;Redressement judiciaire;2005;2;2005-06-30;44;21;96
Grand Est;Champagne-Ardenne;Redressement judiciaire;2011;3;2011-09-30;44;21;79
Grand Est;Champagne-Ardenne;Redressement judiciaire;2012;1;2012-03-31;44;21;105
Grand Est;Champagne-Ardenne;Redressement judiciaire;2013;2;2013-06-30;44;21;83
Grand Est;Champagne-Ardenne;Redressement judiciaire;2014;4;2014-12-31;44;21;92
Grand Est;Champagne-Ardenne;Redressement judiciaire;2016;4;2016-12-31;44;21;68
Grand Est;Champagne-Ardenne;Redressement judiciaire;2017;1;2017-03-31;44;21;62
Grand Est;Champagne-Ardenne;Redressement judiciaire;2017;4;2017-12-31;44;21;89
Grand Est;Champagne-Ardenne;Redressement judiciaire;2018;2;2018-06-30;44;21;91
Grand Est;Champagne-Ardenne;Redressement judiciaire;2018;3;2018-09-30;44;21;101
Grand Est;Champagne-Ardenne;Redressement judiciaire;2021;3;2021-09-30;44;21;28
Grand Est;Champagne-Ardenne;Redressement judiciaire;2022;3;2022-09-30;44;21;39
Grand Est;Champagne-Ardenne;Redressement judiciaire;2022;4;2022-12-31;44;21;58
Grand Est;Champagne-Ardenne;Redressement judiciaire;2023;1;2023-03-31;44;21;69
Grand Est;Champagne-Ardenne;Redressement judiciaire;2023;2;2023-06-30;44;21;71
Grand Est;Champagne-Ardenne;Redressement judiciaire;2023;4;2023-12-31;44;21;78
Grand Est;Champagne-Ardenne;Redressement judiciaire;2024;1;2024-03-31;44;21;105
Grand Est;Champagne-Ardenne;Redressement judiciaire;2024;2;2024-06-30;44;21;62
Grand Est;Champagne-Ardenne;Redressement judiciaire;2025;1;2025-03-31;44;21;74
Grand Est;Champagne-Ardenne;Redressement judiciaire;2026;1;2026-03-31;44;21;101
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2004;1;2004-03-31;44;21;125
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2004;2;2004-06-30;44;21;109
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2004;3;2004-09-30;44;21;127
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2005;2;2005-06-30;44;21;111
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2005;3;2005-09-30;44;21;135
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2005;4;2005-12-31;44;21;108
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2006;3;2006-09-30;44;21;119
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2007;1;2007-03-31;44;21;159
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2007;2;2007-06-30;44;21;178
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2007;3;2007-09-30;44;21;143
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2008;3;2008-09-30;44;21;135
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2009;1;2009-03-31;44;21;177
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2009;2;2009-06-30;44;21;188
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2011;2;2011-06-30;44;21;150
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2011;3;2011-09-30;44;21;155
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2011;4;2011-12-31;44;21;138
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2012;3;2012-09-30;44;21;157
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2013;2;2013-06-30;44;21;241
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2013;3;2013-09-30;44;21;155
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2013;4;2013-12-31;44;21;203
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2014;1;2014-03-31;44;21;241
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2016;4;2016-12-31;44;21;214
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2017;4;2017-12-31;44;21;176
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2018;4;2018-12-31;44;21;205
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2019;2;2019-06-30;44;21;204
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2019;3;2019-09-30;44;21;156
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2020;1;2020-03-31;44;21;156
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2021;2;2021-06-30;44;21;93
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2022;3;2022-09-30;44;21;116
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2023;2;2023-06-30;44;21;190
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2024;4;2024-12-31;44;21;192
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2025;2;2025-06-30;44;21;187
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2025;3;2025-09-30;44;21;166
Grand Est;Champagne-Ardenne;Liquidation judiciaire;2025;4;2025-12-31;44;21;195
Grand Est;Champagne-Ardenne;Sauvegarde;2004;3;2004-09-30;44;21;
Grand Est;Champagne-Ardenne;Sauvegarde;2005;2;2005-06-30;44;21;
Grand Est;Champagne-Ardenne;Sauvegarde;2006;2;2006-06-30;44;21;2
Grand Est;Champagne-Ardenne;Sauvegarde;2006;3;2006-09-30;44;21;2
Grand Est;Champagne-Ardenne;Sauvegarde;2008;1;2008-03-31;44;21;4
Grand Est;Champagne-Ardenne;Sauvegarde;2008;4;2008-12-31;44;21;9
Grand Est;Champagne-Ardenne;Sauvegarde;2009;1;2009-03-31;44;21;12
Grand Est;Champagne-Ardenne;Sauvegarde;2009;3;2009-09-30;44;21;6
Grand Est;Champagne-Ardenne;Sauvegarde;2010;1;2010-03-31;44;21;4
Grand Est;Champagne-Ardenne;Sauvegarde;2011;3;2011-09-30;44;21;8
Grand Est;Champagne-Ardenne;Sauvegarde;2012;2;2012-06-30;44;21;12
Grand Est;Champagne-Ardenne;Sauvegarde;2013;1;2013-03-31;44;21;18
Grand Est;Champagne-Ardenne;Sauvegarde;2013;3;2013-09-30;44;21;11
Grand Est;Champagne-Ardenne;Sauvegarde;2016;2;2016-06-30;44;21;10
Grand Est;Champagne-Ardenne;Sauvegarde;2016;3;2016-09-30;44;21;3
Grand Est;Champagne-Ardenne;Sauvegarde;2019;1;2019-03-31;44;21;3
Grand Est;Champagne-Ardenne;Sauvegarde;2019;2;2019-06-30;44;21;8
Grand Est;Champagne-Ardenne;Sauvegarde;2019;3;2019-09-30;44;21;4
Grand Est;Champagne-Ardenne;Sauvegarde;2019;4;2019-12-31;44;21;6
Grand Est;Champagne-Ardenne;Sauvegarde;2020;1;2020-03-31;44;21;3
Grand Est;Champagne-Ardenne;Sauvegarde;2021;3;2021-09-30;44;21;1
Grand Est;Champagne-Ardenne;Sauvegarde;2021;4;2021-12-31;44;21;
Grand Est;Champagne-Ardenne;Sauvegarde;2022;4;2022-12-31;44;21;6
Grand Est;Champagne-Ardenne;Sauvegarde;2024;1;2024-03-31;44;21;5
Grand Est;Champagne-Ardenne;Sauvegarde;2024;2;2024-06-30;44;21;5
Hauts-de-France;Picardie;Redressement judiciaire;2005;1;2005-03-31;32;22;105
Hauts-de-France;Picardie;Redressement judiciaire;2005;2;2005-06-30;32;22;119
Hauts-de-France;Picardie;Redressement judiciaire;2005;3;2005-09-30;32;22;107
Hauts-de-France;Picardie;Redressement judiciaire;2006;1;2006-03-31;32;22;100
Hauts-de-France;Picardie;Redressement judiciaire;2007;3;2007-09-30;32;22;81
Hauts-de-France;Picardie;Redressement judiciaire;2007;4;2007-12-31;32;22;85
Hauts-de-France;Picardie;Redressement judiciaire;2008;3;2008-09-30;32;22;111
Hauts-de-France;Picardie;Redressement judiciaire;2009;4;2009-12-31;32;22;144
Hauts-de-France;Picardie;Redressement judiciaire;2010;1;2010-03-31;32;22;111
Hauts-de-France;Picardie;Redressement judiciaire;2010;2;2010-06-30;32;22;117
Hauts-de-France;Picardie;Redressement judiciaire;2010;4;2010-12-31;32;22;138
Hauts-de-France;Picardie;Redressement judiciaire;2011;1;2011-03-31;32;22;148
Hauts-de-France;Picardie;Redressement judiciaire;2011;4;2011-12-31;32;22;154
Hauts-de-France;Picardie;Redressement judiciaire;2013;1;2013-03-31;32;22;131
Hauts-de-France;Picardie;Redressement judiciaire;2014;4;2014-12-31;32;22;126
Hauts-de-France;Picardie;Redressement judiciaire;2015;1;2015-03-31;32;22;116
Hauts-de-France;Picardie;Redressement judiciaire;2015;2;2015-06-30;32;22;107
Hauts-de-France;Picardie;Redressement judiciaire;2015;4;2015-12-31;32;22;117
Hauts-de-France;Picardie;Redressement judiciaire;2016;4;2016-12-31;32;22;102
Hauts-de-France;Picardie;Redressement judiciaire;2017;3;2017-09-30;32;22;57
Hauts-de-France;Picardie;Redressement judiciaire;2018;1;2018-03-31;32;22;73
Hauts-de-France;Picardie;Redressement judiciaire;2019;2;2019-06-30;32;22;72
Hauts-de-France;Picardie;Redressement judiciaire;2020;1;2020-03-31;32;22;63
Hauts-de-France;Picardie;Redressement judiciaire;2020;2;2020-06-30;32;22;46
Hauts-de-France;Picardie;Redressement judiciaire;2022;3;2022-09-30;32;22;74
Hauts-de-France;Picardie;Redressement judiciaire;2022;4;2022-12-31;32;22;39
Hauts-de-France;Picardie;Redressement judiciaire;2023;4;2023-12-31;32;22;99
Hauts-de-France;Picardie;Redressement judiciaire;2024;2;2024-06-30;32;22;130
Hauts-de-France;Picardie;Redressement judiciaire;2024;4;2024-12-31;32;22;105
Hauts-de-France;Picardie;Liquidation judiciaire;2006;3;2006-09-30;32;22;162
Hauts-de-France;Picardie;Liquidation judiciaire;2006;4;2006-12-31;32;22;183
Hauts-de-France;Picardie;Liquidation judiciaire;2007;1;2007-03-31;32;22;210
Hauts-de-France;Picardie;Liquidation judiciaire;2007;2;2007-06-30;32;22;192
Hauts-de-France;Picardie;Liquidation judiciaire;2008;3;2008-09-30;32;22;188
Hauts-de-France;Picardie;Liquidation judiciaire;2009;2;2009-06-30;32;22;249
Hauts-de-France;Picardie;Liquidation judiciaire;2009;3;2009-09-30;32;22;215
Hauts-de-France;Picardie;Liquidation judiciaire;2009;4;2009-12-31;32;22;245
Hauts-de-France;Picardie;Liquidation judiciaire;2010;1;2010-03-31;32;22;297
Hauts-de-France;Picardie;Liquidation judiciaire;2010;2;2010-06-30;32;22;291
Hauts-de-France;Picardie;Liquidation judiciaire;2010;3;2010-09-30;32;22;243
Hauts-de-France;Picardie;Liquidation judiciaire;2011;1;2011-03-31;32;22;309
Hauts-de-France;Picardie;Liquidation judiciaire;2012;1;2012-03-31;32;22;323
Hauts-de-France;Picardie;Liquidation judiciaire;2013;1;2013-03-31;32;22;285
Hauts-de-France;Picardie;Liquidation judiciaire;2014;4;2014-12-31;32;22;335
Hauts-de-France;Picardie;Liquidation judiciaire;2015;4;2015-12-31;32;22;316
Hauts-de-France;Picardie;Liquidation judiciaire;2018;1;2018-03-31;32;22;252
Hauts-de-France;Picardie;Liquidation judiciaire;2019;1;2019-03-31;32;22;248
Hauts-de-France;Picardie;Liquidation judiciaire;2019;3;2019-09-30;32;22;226
Hauts-de-France;Picardie;Liquidation judiciaire;2020;1;2020-03-31;32;22;238
Hauts-de-France;Picardie;Liquidation judiciaire;2020;2;2020-06-30;32;22;239
Hauts-de-France;Picardie;Liquidation judiciaire;2020;3;2020-09-30;32;22;159
